"id","host_id","host_response_rate","host_is_superhost","property_type","host_identity_verified","neighbourhood_cleansed","instant_bookable","cancellation_policy","accommodates","bathrooms","bedrooms","beds","price"
33292435,250735581,1,"t","House","f","Renfrew-Collingwood","t","flexible",1,1,1,1,30
39774779,281841657,1,"f","Apartment","f","Downtown","t","flexible",5,1,2,3,188
31833644,56444922,NA,"f","Condominium","f","Downtown","f","strict_14_with_grace_period",3,1,1,1,170
34343115,257879766,1,"f","House","f","Sunset","f","strict_14_with_grace_period",2,1,1,1,65
31672484,38284213,1,"t","Guesthouse","f","South Cambie","f","moderate",3,1,1,1,75
2468591,8999638,NA,"f","Condominium","f","Downtown","f","strict_14_with_grace_period",3,1,1,3,199
35287417,43214128,1,"t","Guest suite","f","Riley Park","f","moderate",3,1,1,2,129
36452972,184399351,1,"f","Apartment","f","Mount Pleasant","t","strict_14_with_grace_period",3,1,1,1,399
26956652,21255871,1,"t","Loft","t","Downtown Eastside","f","strict_14_with_grace_period",4,1,0,2,149
5808094,5268156,0.9,"f","Loft","t","Downtown","f","strict_14_with_grace_period",4,2,2,2,269
10619943,555339,1,"t","House","t","Grandview-Woodland","t","flexible",2,2,1,1,75
12829633,24738659,0.7,"f","Apartment","t","Riley Park","f","strict_14_with_grace_period",2,1,1,0,81
35571642,267639662,1,"t","House","f","South Cambie","t","strict_14_with_grace_period",4,1.5,2,2,224
441075,2121651,1,"f","Apartment","f","Downtown Eastside","f","moderate",2,1,1,1,218
28463030,214861415,1,"t","Apartment","f","Downtown","f","flexible",2,1,1,1,81
29849064,223896599,1,"f","House","f","Oakridge","t","strict_14_with_grace_period",2,1,1,2,49
6660598,8998084,1,"f","Apartment","t","West End","t","strict_14_with_grace_period",4,1,1,1,178
15646460,100287076,0.89,"t","House","f","South Cambie","f","strict_14_with_grace_period",10,3,4,8,500
33619132,249163721,1,"t","Apartment","f","Downtown","t","strict_14_with_grace_period",6,1,2,3,300
14686533,24241585,1,"f","Apartment","t","Kitsilano","f","moderate",1,1,1,1,100
27409742,141025179,1,"t","Condominium","f","Downtown","t","strict_14_with_grace_period",16,1,3,7,199
19474599,4473283,1,"f","Apartment","f","Oakridge","f","strict_14_with_grace_period",3,1,0,1,129
23711804,20986776,1,"t","Condominium","f","Downtown Eastside","t","strict_14_with_grace_period",7,2,3,3,500
36082283,259621021,1,"f","House","f","Kerrisdale","t","strict_14_with_grace_period",2,3,1,1,69
8629281,44612482,1,"f","Apartment","t","Kitsilano","t","strict_14_with_grace_period",2,1,1,1,81
25553897,192792554,1,"t","Condominium","f","Downtown","f","flexible",4,1,0,2,180
3629071,13871489,1,"t","Guest suite","t","Grandview-Woodland","f","moderate",2,1,1,0,90
801222,4217281,NA,"t","Apartment","t","Fairview","f","strict_14_with_grace_period",2,1,1,1,106
24756081,187166550,1,"t","Condominium","f","Kitsilano","f","flexible",3,1,1,1,263
5471844,28381470,1,"t","House","t","Kensington-Cedar Cottage","t","moderate",2,1,1,1,88
29361176,221196998,0.7,"f","House","f","South Cambie","f","moderate",2,1,0,1,81
31512500,193424322,NA,"f","Condominium","f","West End","f","flexible",1,1,1,1,151
25746673,42688535,1,"t","Guesthouse","f","Victoria-Fraserview","f","strict_14_with_grace_period",4,2,2,2,120
33564321,245847291,1,"t","Apartment","f","Marpole","f","strict_14_with_grace_period",4,2,2,2,140
36123673,271726336,1,"f","Apartment","f","Downtown","t","strict_14_with_grace_period",6,2,3,4,251
23208859,31685027,1,"f","Apartment","f","Kitsilano","t","flexible",4,1,0,1,86
34579257,2844309,1,"t","Guest suite","f","Sunset","t","strict_14_with_grace_period",2,1,0,1,59
35234171,264625389,1,"f","Apartment","f","Killarney","f","strict_14_with_grace_period",4,2,2,2,230
16911694,11335902,1,"t","House","t","Kensington-Cedar Cottage","f","flexible",2,1,1,1,81
23821386,178540673,NA,"f","House","f","Hastings-Sunrise","t","moderate",4,1,1,2,135
12547979,46727751,1,"t","Condominium","f","Downtown","f","strict_14_with_grace_period",3,1,1,1,170
15790362,43445735,1,"t","Guest suite","f","Sunset","f","moderate",4,1.5,2,2,85
12793683,29715642,1,"f","Apartment","t","Downtown","f","strict_14_with_grace_period",2,1,0,1,120
35914482,83649788,1,"f","Guest suite","f","Marpole","t","moderate",5,2,2,2,98
19893714,91911638,1,"t","Guest suite","f","Hastings-Sunrise","f","moderate",2,1,1,1,81
35888567,17968327,NA,"f","Apartment","t","Grandview-Woodland","f","flexible",1,1,0,1,120
29608098,222864999,1,"f","Cottage","f","Kensington-Cedar Cottage","f","strict_14_with_grace_period",4,1.5,2,2,96
28053100,12093716,1,"t","Guest suite","t","Riley Park","f","moderate",2,1,1,1,125
39183703,143932845,NA,"f","Tiny house","f","Oakridge","t","flexible",2,1,1,1,120
39503531,224892396,1,"f","Loft","f","Downtown Eastside","f","flexible",5,1,2,2,250
8541289,537767,0.8,"f","Apartment","t","Downtown","f","strict_14_with_grace_period",4,1,2,3,110
39294209,255379506,NA,"f","Apartment","t","Downtown","t","flexible",3,1,1,1,151
828920,4345039,1,"f","Condominium","t","Downtown","t","strict_14_with_grace_period",4,1,1,3,170
38334767,291714317,1,"f","Apartment","f","Downtown","t","strict_14_with_grace_period",1,1,1,0,57
39628798,304507847,0.6,"f","Loft","f","Downtown Eastside","t","flexible",2,1,1,0,135
39092193,131221603,1,"f","Guest suite","f","South Cambie","t","moderate",5,1,1,3,151
3183304,4261957,1,"f","House","t","Renfrew-Collingwood","f","moderate",2,1,1,1,34
27528479,37083996,1,"t","Apartment","t","Kitsilano","t","flexible",5,1,1,5,390
36558178,260731450,1,"t","Townhouse","f","Renfrew-Collingwood","t","flexible",4,1.5,2,2,180
32743789,246230607,1,"f","Apartment","f","Mount Pleasant","t","strict_14_with_grace_period",4,1,1,2,83
6134895,31828821,1,"t","House","f","Mount Pleasant","f","strict_14_with_grace_period",8,2.5,3,4,199
36953131,277290923,0.96,"f","Apartment","f","Downtown","t","moderate",7,2,3,3,250
26851570,4168457,NA,"t","House","f","Marpole","f","strict_14_with_grace_period",9,4.5,5,5,500
34544760,24084621,1,"t","Apartment","t","Renfrew-Collingwood","f","flexible",3,1,1,1,129
16934327,25217605,1,"t","Condominium","f","Downtown","t","moderate",3,1,1,0,139
9906124,1311952,1,"f","Condominium","f","Mount Pleasant","f","strict_14_with_grace_period",2,1,1,1,91
38219512,177421957,1,"f","House","f","Renfrew-Collingwood","t","moderate",1,2,1,2,32
28184669,212876013,1,"t","Guest suite","t","Grandview-Woodland","f","strict_14_with_grace_period",6,1,2,3,145
13767981,38459934,0.92,"f","Serviced apartment","f","Downtown","f","moderate",2,1,1,1,129
20090741,134758907,1,"f","Condominium","t","West End","f","strict_14_with_grace_period",4,1,1,2,145
28127976,159525966,0.8,"f","Apartment","f","Downtown","t","flexible",2,1,1,1,199
39802983,306058974,NA,"f","House","f","South Cambie","f","strict_14_with_grace_period",6,1,2,3,151
24902908,20083641,1,"t","Condominium","f","Downtown","f","strict_14_with_grace_period",6,2,2,3,129
25836505,11210920,1,"t","Apartment","f","Riley Park","f","moderate",2,1,1,1,88
20208766,143937430,1,"f","Apartment","f","Fairview","t","strict_14_with_grace_period",3,1,1,1,95
27762245,96599831,1,"t","Apartment","f","Downtown","f","strict_14_with_grace_period",1,1,1,1,49
26889176,201916058,0,"f","Condominium","f","Downtown Eastside","f","moderate",4,1,1,1,170
29079478,43472983,1,"f","Loft","f","Grandview-Woodland","t","strict_14_with_grace_period",4,1.5,1,2,209
4494498,17829585,1,"f","Condominium","f","Downtown","f","strict_14_with_grace_period",6,2,3,3,120
23502564,1275057,1,"t","House","f","Downtown Eastside","f","strict_14_with_grace_period",4,1.5,2,2,125
21409855,70047708,1,"t","Apartment","f","Downtown","f","strict_14_with_grace_period",6,2,2,3,180
13240975,74401202,1,"t","Guesthouse","f","Riley Park","f","moderate",5,2,2,2,176
38214967,67090351,1,"f","House","t","Dunbar Southlands","t","flexible",2,1.5,1,1,110
37631357,37109373,1,"t","House","t","Marpole","t","flexible",2,1.5,1,1,99
31387750,45173875,1,"t","House","f","Kitsilano","f","flexible",6,2.5,3,3,600
39114405,299095641,1,"f","Apartment","f","Downtown","t","strict_14_with_grace_period",8,2,3,3,450
39560367,62052125,1,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",4,2,2,2,154
5240477,10170342,1,"f","House","t","Kitsilano","f","strict_14_with_grace_period",4,1,2,2,264
34678988,198933008,0.8,"t","Apartment","f","Kitsilano","t","moderate",2,1,1,1,199
14280804,87088540,1,"t","House","f","Hastings-Sunrise","t","moderate",2,1,1,1,65
37682564,123647873,1,"f","House","t","Marpole","t","moderate",2,1,1,1,83
36352358,273371477,0.9,"f","House","f","Sunset","f","moderate",7,2.5,4,4,252
8564672,7547807,0.75,"f","Apartment","f","Downtown","f","flexible",2,1,1,1,176
39226629,301048622,1,"f","House","f","Victoria-Fraserview","t","flexible",9,2,3,5,158
19589647,2712422,1,"t","House","t","Kensington-Cedar Cottage","f","strict_14_with_grace_period",10,3,5,7,499
26568886,30899,0.81,"f","Condominium","t","Downtown Eastside","t","strict_14_with_grace_period",4,2,2,3,121
26872346,2558633,1,"f","Bed and breakfast","f","Dunbar Southlands","t","strict_14_with_grace_period",2,1,1,1,165
35056961,192789022,1,"f","Guest suite","f","Kitsilano","t","strict_14_with_grace_period",2,1,1,2,132
39277660,137396447,1,"f","Condominium","f","Downtown","f","moderate",2,1,1,1,170
33688634,216623387,1,"t","House","f","Kitsilano","t","strict_14_with_grace_period",2,1,1,0,139
4701190,7940236,1,"t","House","f","Renfrew-Collingwood","f","strict_14_with_grace_period",4,1,2,2,129
38825501,45536350,1,"f","House","f","Grandview-Woodland","f","moderate",4,1,2,2,199
28942942,12310952,1,"f","House","t","Marpole","f","strict_14_with_grace_period",2,1,1,1,36
2935077,14986819,1,"f","Condominium","t","Downtown","f","strict_14_with_grace_period",4,1,1,1,75
33935063,57580370,1,"t","House","f","Sunset","f","strict_14_with_grace_period",8,2,4,5,300
20888873,108773874,1,"f","Guest suite","f","Kensington-Cedar Cottage","f","strict_14_with_grace_period",3,1,2,4,106
26574530,446480,1,"t","Guest suite","t","Downtown Eastside","f","moderate",4,1,2,2,180
20234427,40654124,1,"t","Apartment","f","Downtown","t","strict_14_with_grace_period",2,1,1,1,86
13780435,44286445,1,"t","House","f","Kitsilano","f","moderate",6,3,3,3,306
37903923,65671253,1,"f","House","t","Victoria-Fraserview","f","moderate",4,1,2,2,88
34552281,77606248,1,"f","House","t","Kitsilano","t","strict_14_with_grace_period",6,1,2,3,170
25895164,24087870,1,"t","Condominium","t","Downtown Eastside","f","moderate",2,1,1,1,224
34914739,263140372,0,"f","Guesthouse","f","Dunbar Southlands","t","strict_14_with_grace_period",4,1,2,2,368
19208688,129749667,1,"t","Apartment","f","Kitsilano","f","strict_14_with_grace_period",3,1,1,1,100
34419186,259825020,0.9,"f","Guest suite","f","Hastings-Sunrise","t","strict_14_with_grace_period",4,1,2,2,149
36877683,265249066,1,"f","Serviced apartment","f","Downtown","t","flexible",4,1,2,2,629
29593493,12260950,1,"f","Guest suite","f","West Point Grey","f","strict_14_with_grace_period",4,1,1,3,180
25291814,191051628,1,"f","House","f","Victoria-Fraserview","f","moderate",5,1.5,2,4,29
37179226,275619946,1,"t","House","f","Arbutus Ridge","t","flexible",2,1,1,1,100
34908378,263097795,1,"f","Guesthouse","f","Shaughnessy","t","flexible",4,1,2,3,120
31995646,153193137,1,"t","Apartment","f","Mount Pleasant","f","strict_14_with_grace_period",2,1,1,1,199
35461803,266800277,NA,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",3,1,1,2,279
37092610,201883823,1,"t","Guesthouse","f","Renfrew-Collingwood","f","moderate",5,1,2,3,118
19747962,139293329,1,"f","Apartment","f","Kitsilano","t","strict_14_with_grace_period",2,1,1,1,59
19194282,132699500,1,"t","Loft","f","Downtown Eastside","f","strict_14_with_grace_period",7,1,3,3,430
32523995,244392273,1,"t","Guest suite","f","Dunbar Southlands","t","strict_14_with_grace_period",5,1,2,3,129
21890557,61887076,1,"f","House","t","Hastings-Sunrise","t","strict_14_with_grace_period",4,2,2,2,67
28179761,212837705,1,"t","Apartment","f","Renfrew-Collingwood","t","moderate",8,1.5,3,4,250
39891972,307182325,NA,"f","Apartment","f","West End","t","strict_14_with_grace_period",5,2,2,3,168
5961772,20071422,NA,"f","Apartment","f","West End","f","flexible",2,1,1,1,250
12511561,14855120,NA,"f","Loft","t","Fairview","f","strict_14_with_grace_period",4,1,0,3,88
23485127,121580936,1,"t","Guest suite","f","Kitsilano","f","moderate",4,1,2,2,191
2988185,600607,1,"f","Apartment","t","West End","f","strict_14_with_grace_period",4,1,2,3,98
28130132,12838718,1,"f","Guesthouse","f","Killarney","f","strict_14_with_grace_period",6,1.5,2,3,120
29372213,19748213,1,"t","Loft","t","Downtown Eastside","f","moderate",2,1,0,1,185
36883416,3092935,1,"t","Condominium","t","West End","f","strict_14_with_grace_period",2,1,1,1,129
29886213,180575409,1,"t","Guest suite","f","Renfrew-Collingwood","f","strict_14_with_grace_period",2,1,1,1,50
36147016,245847291,1,"t","Apartment","f","Marpole","f","strict_14_with_grace_period",4,2,2,2,140
26422603,5961820,1,"f","House","f","Renfrew-Collingwood","f","strict_14_with_grace_period",1,1,1,1,26
37881123,286738892,1,"f","House","f","South Cambie","f","strict_14_with_grace_period",4,1,2,2,195
39008086,298919633,1,"f","Apartment","f","Downtown","f","flexible",5,2,2,2,190
13858633,2113136,0.5,"f","Condominium","t","Downtown","f","strict_14_with_grace_period",5,2,2,3,350
37780858,257817,1,"t","House","t","Riley Park","f","flexible",2,1,1,1,50
5278749,27325928,1,"t","Apartment","t","Mount Pleasant","f","moderate",2,1,1,1,81
38521988,293785848,1,"f","House","f","Oakridge","t","moderate",10,3,5,5,349
3752363,4292086,1,"t","Condominium","t","Fairview","f","strict_14_with_grace_period",4,2,2,2,176
24658451,22623541,NA,"f","Apartment","t","Fairview","f","flexible",3,1,1,1,73
9463710,733981,1,"f","Apartment","f","Downtown Eastside","t","strict_14_with_grace_period",3,1,1,1,118
21100013,21783759,1,"t","Apartment","f","Downtown","t","strict_14_with_grace_period",2,1,1,1,135
39222147,230848052,NA,"f","Condominium","f","Hastings-Sunrise","f","strict_14_with_grace_period",1,1,1,1,300
15582940,82402482,1,"f","House","f","Arbutus Ridge","f","strict_14_with_grace_period",6,2,3,3,151
33450536,212146549,1,"f","House","f","Killarney","t","flexible",6,1,3,3,123
27343609,152528328,0.9,"t","Apartment","f","West End","f","strict_14_with_grace_period",1,1,1,2,145
2557846,266812,NA,"f","House","t","Grandview-Woodland","f","strict_14_with_grace_period",2,1.5,1,1,85
30160504,161785733,NA,"t","Villa","f","Kerrisdale","f","flexible",2,1,1,1,65
19206071,21066002,1,"t","Guesthouse","f","South Cambie","f","strict_14_with_grace_period",4,1.5,2,2,154
732895,179396,1,"t","Condominium","t","Downtown","f","strict_14_with_grace_period",2,1,1,1,139
33169408,249744316,1,"t","Guest suite","f","Dunbar Southlands","f","strict_14_with_grace_period",2,1,1,1,85
15363445,2868175,1,"f","Townhouse","t","Kitsilano","t","strict_14_with_grace_period",2,1,1,0,75
33721183,51350,1,"f","Apartment","f","Downtown","f","moderate",2,1.5,1,1,120
27393918,206446449,1,"t","Loft","f","Downtown","t","strict_14_with_grace_period",4,1,0,2,115
27549701,17128149,1,"f","Guest suite","f","Renfrew-Collingwood","f","moderate",4,1,2,2,145
37598744,283694686,1,"t","Guesthouse","f","Hastings-Sunrise","f","flexible",6,2,3,3,213
23381923,15546774,1,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",3,1,2,2,176
20864984,137398000,1,"f","House","f","Oakridge","t","moderate",2,1,1,1,51
29548839,16887045,1,"t","Guest suite","f","Dunbar Southlands","t","moderate",2,1,1,1,100
30150051,226526649,NA,"f","House","f","Riley Park","t","moderate",3,1,2,2,100
37027348,277254993,1,"f","House","f","Marpole","t","strict_14_with_grace_period",2,2,1,0,44
9282867,6015416,1,"t","Loft","f","Downtown","f","strict_14_with_grace_period",2,1,1,1,106
1779139,7266807,1,"f","Apartment","f","Mount Pleasant","f","moderate",5,1,2,3,120
30372331,228026518,0.85,"f","Condominium","f","Downtown","f","flexible",3,1,0,1,99
35349517,43724334,1,"f","Apartment","t","West End","f","moderate",2,1,1,1,129
28195730,211140738,0.91,"f","House","f","Riley Park","f","strict_14_with_grace_period",2,1,1,1,85
26305770,152594916,1,"t","Apartment","f","Downtown Eastside","f","strict_14_with_grace_period",4,1,2,2,199
29485358,130052993,1,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",4,2,2,2,300
18913359,25434413,1,"t","Boat","f","West End","f","moderate",2,1,1,1,250
34422223,180376660,1,"t","Apartment","f","Downtown Eastside","t","strict_14_with_grace_period",6,2,2,4,450
27377931,206334970,1,"t","Condominium","f","Downtown Eastside","f","moderate",4,1,1,1,140
21631987,81978215,1,"f","Condominium","t","Downtown","f","strict_14_with_grace_period",2,1,1,1,145
2666430,13647506,1,"t","House","f","Dunbar Southlands","f","flexible",1,1,1,1,75
35553202,261226582,1,"f","Townhouse","f","Downtown","f","strict_14_with_grace_period",4,1.5,1,1,144
36447787,274016226,1,"f","House","f","Kensington-Cedar Cottage","t","moderate",6,2.5,3,3,257
36422330,218797364,1,"t","House","f","Victoria-Fraserview","f","flexible",1,1,1,1,29
4377155,4132464,NA,"t","House","t","Mount Pleasant","f","moderate",4,1,2,3,135
36248925,264404676,1,"t","Guesthouse","t","Kensington-Cedar Cottage","t","strict_14_with_grace_period",5,1,2,3,92
16568805,9472599,1,"f","House","t","Grandview-Woodland","f","strict_14_with_grace_period",5,1,2,4,228
35944858,141046421,0.89,"t","House","f","Renfrew-Collingwood","t","moderate",4,1.5,2,2,169
31858869,238773028,0.67,"f","Apartment","f","Renfrew-Collingwood","f","flexible",2,1,1,1,169
33632031,81329219,1,"f","Apartment","f","Downtown","t","moderate",3,1,1,2,165
36318941,272586932,1,"f","Apartment","f","Hastings-Sunrise","f","strict_14_with_grace_period",4,2,2,2,99
16589223,13712688,1,"t","House","t","Riley Park","f","moderate",2,1,1,1,59
39372273,302428605,1,"f","House","f","South Cambie","t","strict_14_with_grace_period",11,3,4,6,438
37857888,40641609,1,"f","House","t","Grandview-Woodland","f","strict_14_with_grace_period",4,1.5,2,2,180
29778185,223896599,1,"f","Villa","f","Arbutus Ridge","t","moderate",4,1,1,2,40
25109301,155141803,1,"t","Condominium","f","West End","t","strict_14_with_grace_period",7,2,2,4,380
6871805,36014126,1,"t","Guest suite","t","Kensington-Cedar Cottage","f","strict_14_with_grace_period",4,1,2,2,115
22931554,166876337,NA,"f","Villa","f","Oakridge","t","moderate",2,1.5,1,2,59
